x,y,r
96,6,1.3596155599516877
97,6,2.5833108360205
98,6,3.4523393196615046
99,6,4.323605405263137
100,6,3.9664670020822825
101,6,3.132749253701604
102,6,2.183999381060005
103,6,1.0463347218252466
197,6,1.826037809543834
198,6,2.68487584461883
199,6,3.285919798146722
200,6,3.588804627067134
201,6,2.827490874802791
202,6,2.01564630261025
203,6,1.2439806112402074
96,7,2.395263749781879
97,7,7.636238777856763
98,7,12.556793703632614
99,7,17.182244844164188
100,7,17.945691549678855
101,7,14.869061814298163
102,7,10.64275058199081
103,7,5.375471124353226
196,7,4.6774661337217935
197,7,9.096141453525206
198,7,12.382466449337755
199,7,14.511208764995388
200,7,14.516240343041801
201,7,10.91946194589842
202,7,7.3845577262733855
203,7,4.111621954893529
204,7,1.2298189773481427
96,8,3.45990807804258
97,8,13.147991704908844
98,8,26.126543032517453
99,8,39.61184090022297
100,8,46.566424543495486
101,8,39.90171106470143
102,8,28.980013039758035
103,8,15.121942165208111
196,8,13.489747386714726
197,8,25.334319994971338
198,8,33.86581517356518
199,8,38.57258454681636
200,8,35.766300094700284
201,8,25.81978561099008
202,8,16.278109384138602
203,8,7.834189385395444
204,8,1.9199424725137013
96,9,4.21103508302611
97,9,17.387388142635462
98,9,39.07423878943184
99,9,65.90666009475099
100,9,91.00826496175543
101,9,82.44494906848007
102,9,61.300712808875005
103,9,32.875356377142225
196,9,29.61972425126146
197,9,53.578738903042904
198,9,69.18752506580779
199,9,74.92684661145057
200,9,62.64595812905759
201,9,42.35061937022547
202,9,24.44804903483457
203,9,10.421159659470543
204,9,2.22644459150039
96,10,3.9187578527946885
97,10,17.791814625413824
98,10,46.009984192759084
99,10,90.24737475207235
100,10,151.8253039940838
101,10,154.14925934258645
102,10,116.3106219672373
103,10,61.82211214453821
196,10,62.09042631394186
197,10,126.87173354603794
198,10,186.44157643231455
199,10,239.41457427961376
200,10,250.12265898870277
201,10,158.7232873280014
202,10,79.39634931720497
203,10,29.75700655731933
204,10,6.176078564586811
96,11,3.125463158806118
97,11,14.585868549986692
98,11,39.36902897381157
99,11,81.23234373270134
100,11,152.92972540748974
101,11,194.9371670866745
102,11,166.0057666435738
103,11,90.15012990827847
145,11,1.5537768522476085
146,11,2.9493221702032884
147,11,4.234436558337052
148,11,5.337846266578879
149,11,6.407243819315113
150,11,4.921672176366428
151,11,3.597701137326794
152,11,2.3826894525727766
153,11,1.2594190552393911
196,11,81.25366161211923
197,11,168.1180801419896
198,11,252.2234717948529
199,11,340.0597959782093
200,11,350.86487020973584
201,11,193.329012561621
202,11,90.86959950146363
203,11,33.16019660511027
204,11,6.8405368789577015
96,12,2.019860481543324
97,12,9.921671543045008
98,12,27.863637617014533
99,12,59.271031571872214
100,12,113.92459845292309
101,12,164.50186547849754
102,12,186.88428399197434
103,12,114.84779146204471
145,12,7.012503464115014
146,12,13.781790302865488
147,12,19.93307308813911
148,12,25.09470599076917
149,12,29.29871721972455
150,12,23.06518057004348
151,12,17.127667287189297
152,12,11.514559190637215
153,12,5.9324140806804735
196,12,85.90712253647496
197,12,174.42657811358163
198,12,255.1987417621549
199,12,320.6393853679781
200,12,293.2758458102397
201,12,171.44686007974454
202,12,82.70041817980913
203,12,30.434329275333
204,12,6.263491370877816
96,13,1.0549467726715975
97,13,5.298397199733217
98,13,15.225948041562575
99,13,32.68522861150126
100,13,61.34973086485452
101,13,90.44485741048588
102,13,116.1013483570728
103,13,123.37970221305446
145,13,18.992914752917414
146,13,36.66027486815824
147,13,51.25091553574828
148,13,60.38837342897625
149,13,66.74201089491618
150,13,56.891771558140306
151,13,44.8857390266885
152,13,31.29655119120946
153,13,16.542066927909673
196,13,76.44768447569425
197,13,147.4914612466423
198,13,201.98083223581762
199,13,230.44223121345135
200,13,199.06492279111436
201,13,122.83161735316227
202,13,62.22789299341309
203,13,23.549737453326514
204,13,4.895299653717025
146,14,3.8614923133848276
147,14,16.278579548711477
148,14,38.102772661549906
149,14,65.01717458427801
150,14,93.80238834975216
151,14,86.02557079412338
152,14,63.96806192117151
153,14,34.98782942980779
196,14,52.31691185533987
197,14,88.56509912669787
198,14,103.85399693493912
199,14,97.80650442227181
200,14,62.1917609508086
201,14,38.553147035854096
202,14,20.006260590585654
203,14,7.2912521106356
204,14,1.3299105807494254
146,15,3.6532649630895264
147,15,16.913184199725208
148,15,44.626635072770014
149,15,88.87413077793508
150,15,154.21565880379893
151,15,159.1472787852079
152,15,121.38141803483211
153,15,65.50417030112703
196,15,28.639838159735973
197,15,48.781435923758295
198,15,58.43448252574916
199,15,57.32154700894398
200,15,38.271764681748294
201,15,24.622212270308978
202,15,13.33460050288361
203,15,5.036068984984407
146,16,2.896133806846815
147,16,13.80630155045243
148,16,37.8219456191477
149,16,79.5044437065376
150,16,153.29702627871268
151,16,198.55299822205978
152,16,173.02273387340807
153,16,95.30709994199208
196,16,13.083286679654464
197,16,22.593476937793298
198,16,27.601972545394233
199,16,27.93415855484625
200,16,19.451976883359123
201,16,13.07840501843667
202,16,7.527131786136096
203,16,3.0336572848588332
146,17,1.959280159194677
147,17,9.959232199744777
148,17,27.817354987793443
149,17,59.70841189068876
